user_id,month,total_income,total_expense,loan_emi,credit_card_payment,savings
4,3,172461,74721.26106095557,0,9133.30255384713,88606.4363851973
4,4,168711,146060.84343407102,0,7897.550009391502,14752.606556537476
4,5,169543,122378.06600877909,0,12946.96389672341,34217.970094497505
4,6,174633,153234.93507457545,0,12359.430370301981,9038.63455512257
4,7,175602,84381.49977626663,0,5736.547817028112,85483.95240670526
4,8,168746,112340.72586106302,0,10478.452262555384,45926.8218763816
4,9,168902,78908.96706149529,0,2283.7338368358596,87709.29910166885
4,10,174576,77465.85397504643,0,6138.215017119835,90971.93100783374
4,11,169755,96534.5586612631,0,7431.659598445006,65788.78174029189
4,12,173583,113804.14525269406,0,9244.332511596062,50534.52223570988
5,1,42272,33388.92488683788,33148,16556.295868262285,-40821.22075510016
5,2,49681,30052.99405635339,18044,10564.565817557526,-8980.559873910915
5,3,50328,32941.4760268667,36392,30357.635232628345,-49363.11125949505
5,4,46888,34073.02756617227,30520,26623.869302973257,-44328.89686914552
5,5,43253,15471.854618614334,9952,12873.746710885278,4955.398670500386
5,6,42301,22505.87513031542,17540,7657.855914318841,-5402.731044634262
5,7,45078,31798.65545753802,34464,30366.487514256656,-51551.142971794674
5,8,45876,37912.09210542354,30920,11157.668686654304,-34113.76079207784
5,9,46629,36852.4523839095,12064,10983.78458324107,-13271.236967150568
5,10,42391,38056.61435186291,33588,13867.731476578385,-43121.34582844129
5,11,43450,36045.329466946096,36632,27831.573439406995,-57058.90290635309
5,12,47742,24325.77810669459,35836,1361.9867590985702,-13781.76486579316
6,1,26834,22517.281856961392,0,31686.829864298717,-27370.11172126011
6,2,23852,20610.037721701763,0,2054.501267693721,1187.461010604516
6,3,24256,9617.136057109708,0,8326.508418974958,6312.355523915334
6,4,24164,13750.63259467181,0,30663.431420328783,-20250.064015000593
6,5,29647,9215.628183065608,0,17255.242522042638,3176.1292948917544
6,6,26206,19599.332257513764,0,15022.898488364179,-8416.230745877943
6,7,22513,15636.803426614577,0,28932.514102296824,-22056.3175289114
6,8,25850,15646.706331769168,0,29870.52233732824,-19667.228669097407
6,9,24741,11140.305512472454,0,9869.952496329866,3730.7419911976795
6,10,24731,14641.872110904173,0,4426.808200233814,5662.319688862013
6,11,24649,13819.132029279934,0,31718.93144660643,-20889.063475886367
6,12,26188,17992.78010691386,0,26188.470846633398,-17993.250953547256
7,1,115858,47069.21345684513,6486,11204.990258308688,51097.79628484618
7,2,109248,92742.66294168215,16484,19239.361240400875,-19218.024182083027
7,3,109239,93616.85487511233,17280,744.1774631711472,-2402.032338283478
7,4,108785,95531.93952459263,14176,680.6849970589279,-1603.6245216515558
7,5,109159,45251.49434960437,6368,11885.103251168406,45654.40239922723
7,6,116498,60999.764785633546,15708,13781.297171546848,26008.938042819605
7,7,108748,93306.882451205,9466,21525.09002044077,-15549.972471645775
7,8,115634,81254.40565465936,7372,21036.598434316125,5970.995911024511
7,9,115985,70866.5788376448,6818,26321.91723500898,11978.503927346217
7,10,108963,88173.06411862638,19120,7740.932827897875,-6070.996946524257
7,11,115522,72974.3216234132,15602,11548.764782033408,15396.913594553394
7,12,108716,85458.17268956511,14032,6662.1329081893555,2563.6944022455364
8,1,130122,43000.261677545044,24006,9361.430494992152,53754.307827462806
8,2,131546,85106.06365648963,8559,19051.74273895785,18829.19360455252
8,3,129396,80948.42709157296,9444,15389.195989025146,23614.376919401897
8,4,132084,107812.6101630476,25344,28387.174676718892,-29459.784839766497
8,5,130404,103483.44210735726,21519,10619.110701047128,-5217.552808404387
8,6,128118,63545.342277855096,25221,13329.460292390408,26022.197429754495
8,7,131318,56400.11141329827,6012,14693.084619162159,54212.80396753958
8,8,130942,105436.31129293132,8973,21509.25636122858,-4976.567654159902
8,9,129769,93395.7000474288,27237,5841.225845899776,3295.074106671417
8,10,132426,117264.71248494337,7905,30668.548073748847,-23412.260558692222
8,11,127320,41333.229740931565,6357,11838.443035186214,67791.32722388222
8,12,130804,45398.64510305625,8220,21589.851888645026,55595.50300829873
9,1,147734,83530.478584257,21645,3600.8306755676463,38957.690740175356
9,2,152459,111105.64786735729,19749,19201.1586461388,2403.1934865039148
9,3,150565,91847.3231996586,20397,4360.256293344945,33960.42050699646
9,4,147802,98588.72984095784,12882,3733.740382502284,32597.52977653988
9,5,150369,96179.36958287026,16518,5841.483858013431,31830.146559116307
9,6,154475,47676.56049364892,18135,4267.423974962906,84396.01553138817
9,7,152410,54333.27994920674,12423,12859.525337106716,72794.19471368653
9,8,153839,91529.51676725903,19938,11128.018570456697,31243.46466228427
9,9,154643,86648.17235586472,12210,16214.575293081387,39570.25235105389
9,10,153887,133802.81351844218,27801,1574.0598830505248,-9290.873401492709
9,11,154612,47803.35935002618,17190,14827.406905628182,74791.23374434563
9,12,157045,127817.96826565205,10044,7101.058926809382,12081.972807538572
10,1,43514,28078.9100256546,8833,343.00333578750303,6259.086638557897
10,2,45090,17003.448556390205,7052,967.8219026324459,20066.72954097735
10,3,48395,32693.910200739374,9744,1042.0005495279038,4915.089249732722
10,4,46576,19748.718447371575,6380,1177.208233290175,19270.07331933825
10,5,46770,16859.032274653346,5969,874.7672026313534,23067.200522715302
10,6,51608,36631.56813748281,4896,789.0031130292068,9291.42874948798
10,7,51630,27427.816524271275,9113,286.77284612872313,14802.410629600003
10,8,43080,19662.432165841623,5974,113.12376208110028,17330.444072077276
10,9,43488,31226.223508413714,3516,327.09654946252994,8418.679942123756
10,10,43075,13935.270612932078,2728,650.7996511757323,25760.929735892187
10,11,51530,20945.07581458147,4504,973.8929927464773,25107.031192672053
10,12,45449,40645.18091927317,6079,502.52189131644144,-1777.7028105896086
11,1,88554,32045.418648538303,29568,10954.459026694098,15986.122324767599
11,2,94427,75152.03949129344,13460,405.13746792399763,5409.8230407825595
11,3,92826,49524.62101810646,9580,2004.2136222388574,31717.165359654682
11,4,93722,33249.94195305001,18008,4318.841759064948,38145.21628788504
11,5,88422,76959.35108790756,27784,1547.5392326001463,-17868.890320507708
11,6,93975,53478.10075674756,37064,9128.477258718625,-5695.578015466186
11,7,92832,58690.41705321924,30352,9882.4433356561,-6092.860388875337
11,8,89276,69184.20642460132,18464,491.9867248876814,1135.8068505110007
11,9,87796,75377.91105775292,29220,2904.678171087601,-19706.589228840523
11,10,92181,58047.97314089056,12624,5896.682792858467,15612.344066250975
11,11,90974,57090.68476499383,35204,9213.179143944195,-10533.863908938023
11,12,92371,65843.71204192712,11812,8662.73618840788,6052.551769664997
12,1,197271,142773.9662360335,14160,5243.010092303195,35094.0236716633
12,2,195874,174716.42447960353,30460,9648.242548869031,-18950.667028472566
12,3,191698,150996.63086647724,10040,9183.948141815861,21477.420991706902
12,4,194645,127518.41014072135,15308,8215.072996129165,43603.51686314949
12,5,197752,69233.06023715709,34352,8695.838058082592,85471.10170476032
12,6,194519,87384.6442773751,22408,6612.745366035317,78113.61035658958
12,7,194601,59705.95837523071,12972,1048.1123503419828,120874.9292744273
12,8,199606,148623.49708856092,9820,3141.888710432667,38020.614201006414
12,9,199419,137504.62154260997,20288,8969.384475277388,32656.993982112646
12,10,190837,100174.60607073906,21760,5555.507382572922,63346.88654668802
12,11,191156,117947.4713440136,28944,691.0997765580498,43573.42887942836
12,12,193960,171992.16822694705,33264,7928.171993880107,-19224.340220827155
13,1,45001,32276.817570553354,22048,49180.553386992826,-58504.37095754618
13,2,41749,28290.758246105448,30580,43050.981700548386,-60172.73994665383
13,3,43612,23137.086162066324,9880,25324.574160226635,-14729.660322292959
13,4,42673,19995.625313681547,19132,11938.415743742347,-8393.041057423894
13,5,40622,21802.358701835674,38300,1655.2723151308737,-21135.63101696655
13,6,40027,18669.741966711477,29868,37223.27131212421,-45734.013278835686
13,7,38304,16763.241803689438,10156,28155.51679396276,-16770.7585976522
13,8,40523,35848.14047463364,23100,39529.928533509345,-57955.069008142986
13,9,42661,26520.544250763913,28096,36289.88440377207,-48245.42865453598
13,10,36483,13860.295754122837,38856,46118.249955760904,-62351.54570988374
13,11,41272,22698.916314589507,27216,11057.655969584528,-19700.572284174035
13,12,35568,30575.572017561328,37636,30333.088591852385,-62976.66060941371
14,1,23464,12401.533835994174,0,10236.206074490152,826.2600895156738
14,2,22985,18509.16206896456,0,22836.7936919265,-18360.95576089106
14,3,20015,11633.0361559778,0,19711.505939303996,-11329.542095281795
14,4,24717,11469.78155814676,0,20148.162343720513,-6900.943901867273
14,5,18015,11180.248886793468,0,5216.819089068612,1617.93202413792
14,6,22004,18657.17952760631,0,11804.6143917838,-8457.79391939011
14,7,23155,17034.496886690187,0,2790.469805561654,3330.0333077481587
14,8,20193,9054.720131100234,0,19101.916305415594,-7963.636436515828
14,9,18063,15758.714223224584,0,8694.698481781019,-6390.412705005603
14,10,23954,10472.345857817967,0,18611.458451830043,-5129.8043096480105
14,11,19434,8963.028609407893,0,7440.452198027967,3030.51919256414
14,12,16264,9956.570668499578,0,21196.3298623529,-14888.90053085248
15,1,116975,90666.2350631762,25632,16489.359079833433,-15812.594143009628
15,2,112448,62107.44434359822,9756,33279.14811022527,7305.40754617651
15,3,113747,89066.94947779493,12450,13699.769022610399,-1469.718500405328
15,4,115955,59177.92822885137,24723,7361.350174416183,24692.721596732445
15,5,116015,73424.6596950158,13446,9150.867706003215,19993.47259898099
15,6,110405,69385.98570791786,28944,26698.262698672777,-14623.24840659064
15,7,118624,63810.89460604701,20562,35992.81429407349,-1741.7089001205022
15,8,111254,86542.60255849294,6411,17026.54089360363,1273.856547903426
15,9,114523,87192.15989319797,23913,30967.14370810188,-27549.30360129985
15,10,117015,69690.72376114539,18900,32685.635680725376,-4261.359441870765
15,11,112892,73130.3042414301,18126,5922.062123235554,15713.633635334343
15,12,109834,63272.23662468099,26973,5908.999951472145,13679.763423846864
16,1,159596,93264.22916363603,18564,2029.9636219788554,45737.80721438512
16,2,164486,71437.82247280022,29868,4093.7569396559516,59086.42058754383
16,3,163294,76283.4784931308,17700,4376.216710727824,64934.30479614138
16,4,164690,61327.51296693477,25128,3256.9266713354864,74977.56036172975
16,5,160102,133930.1833344981,11904,4970.600826544229,9297.215838957658
16,6,164949,58618.64394470726,24570,1134.9317266506637,80625.42432864207
16,7,164202,64726.22967441867,18429,987.9726184561547,80058.79770712518
16,8,158985,141775.54109273138,6906,3277.842881041388,7025.616026227233
16,9,157764,93193.37054140576,19707,5401.656626570202,39461.97283202404
16,10,165859,102626.82401297783,28659,3228.0077379160225,31345.16824910615
16,11,164518,52976.428303893226,22293,1114.1973970291613,88134.37429907762
16,12,162831,136309.75475246663,14391,7209.362785413303,4920.882462120067
17,1,126727,66705.35408265571,5426,818.9518226234181,53776.694094720864
17,2,122953,98906.58893618955,16458,19427.268866937196,-11838.85780312675
17,3,125609,104797.64472387447,10566,2846.8703513892633,7398.484924736264
17,4,130772,67094.21996906475,4464,11014.941730668224,48198.83830026702
17,5,127348,79244.06633250506,16354,5524.548910131787,26225.384757363157
17,6,128920,84045.68894187904,17782,3073.2537359165904,24019.05732220437
17,7,123449,62029.184516792644,9478,19638.560025829367,32303.25545737799
17,8,122738,54816.25055725246,8724,7252.211581524546,51945.53786122298
17,9,124789,107345.3813971026,6920,11233.779002377973,-710.1603994805682
17,10,122710,63712.76120532217,17534,11175.793082832377,30287.445711845456
17,11,127963,45136.718459418254,8794,5924.890053295902,68107.39148728584
17,12,124712,104516.04578160646,13708,10253.975827590402,-3766.0216091968614
18,1,25290,19985.251604584377,4928,27466.484553062895,-27089.736157647272
18,2,21875,16050.511268160806,8717,22652.865775460996,-25545.377043621804
18,3,23613,14972.005315642755,7511,28312.050230401604,-27182.055546044357
18,4,25640,19529.879284224757,8469,17916.430785845052,-20275.31007006981
18,5,28657,20821.35911161482,2723,26834.03829031228,-21721.3974019271
18,6,23532,14540.517255298822,4048,23040.512710644205,-18097.029965943027
18,7,29089,18871.28317377742,6234,19154.251385709416,-15170.534559486838
18,8,26312,16301.695889578397,5744,26925.046040325575,-22658.741929903972
18,9,19333,12163.586447458989,3673,1854.1389069164195,1642.2746456245916
18,10,26365,13008.815473655142,5713,20382.85601088889,-12739.671484544031
18,11,27836,10669.395836119247,4376,11644.384014359222,1146.2201495215286
18,12,22148,14559.724096189522,8039,19176.71532400384,-19627.43942019336
19,1,58986,43562.3693354173,29024,16628.16992450255,-30228.53925991985
19,2,65240,22174.92988980514,29660,30864.986573984228,-17459.916463789363
19,3,63029,48463.54576218596,23400,35577.09047436401,-44411.63623654997
19,4,66522,28004.19155052964,35764,18443.07333051874,-15689.264881048373
19,5,59976,41930.32110508518,38308,17950.516021700616,-38212.8371267858
19,6,57678,47660.50367581107,16544,36798.93162321977,-43325.43529903084
19,7,66588,48494.00766234387,35772,10759.843808482243,-28437.851470826114
19,8,64882,31196.999538910724,28568,31927.34879654473,-26810.348335455452
19,9,59268,38316.273782438555,16768,29084.969183095123,-24901.24296553368
19,10,61111,38263.53533732217,22748,23030.584319730366,-22931.11965705254
19,11,61096,38228.3528887421,8788,23425.128538429537,-9345.481427171635
19,12,58280,29194.97953332899,30268,13600.562183116277,-14783.541716445268
20,1,21528,15590.325221789511,19156,14458.141270590546,-27676.46649238006
20,2,22744,7280.79701737834,9290,26232.686231384014,-20059.483248762353
20,3,25020,20668.005739067383,9824,37219.42257816418,-42691.42831723156
20,4,26436,9685.596358888715,16742,5803.286877401321,-5794.883236290038
20,5,28271,17001.416322667916,11438,12130.202303055732,-12298.618625723648
20,6,22779,16705.014753255393,12450,39065.5286496408,-45441.54340289619
20,7,20502,13512.16335606574,7910,27254.708217131007,-28174.871573196746
20,8,22524,17930.89007854301,10650,11949.613541685314,-18006.503620228323
20,9,26574,15338.60533562351,8698,20454.634464741877,-17917.239800365387
20,10,22851,19357.34363668235,19566,35676.92643300899,-51749.270069691345
20,11,21392,9703.610554448127,7278,27281.52052231264,-22871.131076760765
20,12,23939,8649.82138133223,18302,37381.87360367643,-40394.69498500866
21,1,81303,45080.75758133873,9196,34958.29774399417,-7932.055325332898
21,2,78647,67270.01210074754,7526,27425.531532561883,-23574.543633309422
21,3,81011,72173.08222148262,3645,37423.20209658325,-32230.284318065867
21,4,84676,67952.02202974503,5072,27473.348826010108,-15821.370855755136
21,5,79300,48476.31475805851,7031,2859.7826468711887,20932.902595070304
21,6,82391,61508.983839012246,2201,31022.625994537942,-12341.609833550188
21,7,79491,52641.55696725629,9970,20168.100381791148,-3288.65734904744
21,8,75815,62025.076698342804,9973,7386.229344413531,-3569.306042756335
21,9,83349,42355.62145490922,2417,28819.94550924557,9756.433035845213
21,10,82062,35677.51258806048,6971,11175.364226851003,28238.123185088516
21,11,76484,31039.66936556519,3990,4858.08276500583,36596.24786942898
21,12,78851,66937.20848707246,8320,29421.517910690964,-25827.72639776343
22,1,37529,14606.198105907946,5701,17196.898070557087,24.90382353496534
22,2,39279,35277.43424295418,8704,14469.095934196392,-19171.53017715057
22,3,44081,21421.69778810798,2989,18471.55336220119,1198.74884969083
22,4,36579,15580.582013906058,2722,19219.35998046402,-942.9419943700814
22,5,36176,21016.052775417204,5376,14536.776746142095,-4752.829521559299
22,6,43789,25539.503675653054,5495,16303.113230450579,-3548.6169061036326
22,7,36162,17228.546213993264,7490,32713.719515167864,-21270.26572916113
22,8,40742,22997.133501454373,4161,8284.264089628632,5299.602408916995
22,9,39894,30288.074086113964,9811,8852.915617446954,-9057.989703560917
22,10,42135,31683.31770671631,6873,23389.028826217032,-19810.34653293334
22,11,40402,22028.806788423175,8230,11570.7646932274,-1427.5714816505752
22,12,41740,33553.672196230356,5462,11086.3824116552,-8362.054607885557
23,1,134423,48723.65274966742,10620,993.621625328707,74085.72562500388
23,2,132626,110408.00037230153,11350,8508.636159965965,2359.36346773251
23,3,133874,59694.86033871655,18490,2426.9785885645138,53262.16107271894
23,4,128442,112719.36226429512,15238,9733.79473147592,-9249.156995771044
23,5,132516,72066.88987390442,5644,4234.907797069584,50570.20232902599
23,6,132054,89789.38637405519,19680,738.9771994886523,21845.636426456156
23,7,130146,48631.15264922572,5828,3433.540402502153,72253.30694827212
23,8,127212,70329.75595798371,5026,10139.562074284573,41716.68196773172
23,9,132756,67053.78260520192,13682,3779.921522587672,48240.29587221041
23,10,127313,65927.19448931613,10380,3603.8425275875616,47401.96298309631
23,11,126708,69137.83897550861,15706,10851.272447775833,31012.88857671556
23,12,132987,57411.327719364876,11154,10366.246449737471,54055.42583089766
24,1,194488,114916.54504220193,10560,3196.2351066925885,65815.21985110547
24,2,194319,139775.11640422427,6608,22141.95672008255,25793.926875693174
24,3,197597,135755.56103322972,9082,37929.908972536374,14829.529994233904
24,4,200716,62429.5818203408,18626,24747.787357025038,94912.63082263416
24,5,197195,118091.10368316168,8162,36633.70279576683,34308.19352107149
24,6,197516,136454.36965542412,14994,12411.912148155518,33655.71819642036
24,7,193342,70366.2869043229,4682,37356.50099509726,80937.21210057984
24,8,192365,142217.5118611665,5218,28614.0420816613,16315.44605717219
24,9,197856,118033.82813577472,9906,11328.609401386773,58587.56246283851
24,10,194689,105643.8780930468,13594,33453.56962915834,41997.55227779486
24,11,195945,78332.93681454599,6772,18114.68259460535,92725.38059084865
24,12,196508,130066.92883621262,13778,22420.162462646615,30242.90870114076
25,1,173545,149612.7702666691,16424,23602.61489524723,-16094.385161916332
25,2,176242,81414.41619410714,5500,46777.0924250214,42550.49138087146
25,3,172596,138925.59195052335,11840,23787.72972067349,-1957.321671196838
25,4,176956,88574.67716604366,4306,39287.061796235634,44788.2610377207
25,5,172358,87321.77477260797,8686,36931.83163273532,39418.393594656714
25,6,176594,105478.67609647044,5876,18058.663200429877,47180.66070309968
25,7,177019,101929.1170244776,19940,43844.683728909964,11305.199246612436
25,8,172086,51867.34582513661,6916,19871.83918281021,93430.81499205317
25,9,175031,114494.49831165792,8644,25832.53656153592,26059.965126806157
25,10,174924,153453.7008006015,14272,35511.668664336896,-28313.369464938405
25,11,178816,62947.36749860893,11326,24483.571602916832,80059.06089847424
25,12,171172,126553.43895389845,9416,11718.243102881059,23484.317943220485
26,1,86950,28776.7532333849,0,43015.4746662896,15157.7721003255
26,2,91195,29775.10025518355,0,27743.206049864963,33676.69369495148
26,3,87763,78952.65670943783,0,21045.666742981473,-12235.3234524193
26,4,90081,52600.644388130764,0,16056.388405792708,21423.96720607653
26,5,87387,62783.37893633977,0,4726.3994677116825,19877.22159594855
26,6,90964,80288.00532793351,0,27460.453176509887,-16784.4585044434
26,7,84457,49367.52605774365,0,23948.174672981022,11141.299269275329
26,8,85999,42265.092959068046,0,1458.0291935945443,42275.87784733741
26,9,88349,60969.68114658526,0,32914.06051339357,-5534.741659978827
26,10,90937,31479.835977933235,0,27883.227440823546,31573.936581243215
26,11,85940,48523.38238838221,0,22141.44704770897,15275.170563908818
26,12,91187,44606.32802145592,0,6901.69952853923,39678.97245000485
27,1,78304,52425.93065245631,0,11974.661241125994,13903.408106417699
27,2,78122,45089.33962359963,0,1139.987159870581,31892.673216529787
27,3,73966,61008.7103530557,0,21241.39181770504,-8284.10217076074
27,4,73430,25114.36877582208,0,31560.30471789279,16755.32650628513
27,5,71652,38775.09229315765,0,6962.40701652997,25914.50069031238
27,6,69891,57604.60031255844,0,8570.932588386195,3715.467099055366
27,7,73981,26264.705106527228,0,18869.92338286747,28846.371510605306
27,8,73050,44817.01616934115,0,8718.5037417675,19514.480088891352
27,9,73380,26877.954252949043,0,25775.515505345636,20726.53024170532
27,10,78187,36931.113024274615,0,25022.90262310098,16232.984352624404
27,11,74008,24071.53966716472,0,19390.849554303477,30545.610778531805
27,12,77793,25443.01018980036,0,4053.7795833844484,48296.21022681519
28,1,58807,48661.08618768494,29684,10869.50188772812,-30407.588075413056
28,2,59869,53493.6068193696,39512,4117.565177817235,-37254.17199718683
28,3,63691,34453.52810290543,38968,10151.34299483629,-19881.87109774172
28,4,67077,53553.30489789519,13556,3261.3685316216392,-3293.673429516831
28,5,65275,26496.220373495733,17060,4744.562177345227,16974.217449159045
28,6,64403,51246.975255731275,38736,2394.2946140587674,-27974.26986979004
28,7,65215,28029.042697397304,30560,3201.5435391016204,3424.4137635010716
28,8,59914,36848.24240552526,15656,2242.012814916901,5167.7447795578355
28,9,60467,45649.143546239575,16436,12513.782742748035,-14131.92628898761
28,10,66195,52260.944225252366,24276,2146.1892338242296,-12488.133459076595
28,11,58893,36642.32081247709,17504,9956.070075528523,-5209.390888005613
28,12,59934,48910.70436911511,13160,4926.885964072903,-7063.590333188015
29,1,68189,21905.949528055302,30328,38678.31643589789,-22723.265963953192
29,2,68252,24037.81220248414,11932,36491.10741134034,-4208.919613824481
29,3,59616,18066.58610843486,29480,4418.855453108555,7650.558438456587
29,4,63937,38203.98412423883,26196,37323.86436217756,-37786.84848641639
29,5,68545,48663.8831730282,24144,19954.171889218276,-24217.05506224648
29,6,63875,38138.99064781057,33468,3018.1884792350465,-10750.179127045616
29,7,60804,48327.540871267665,14364,10934.267626628027,-12821.808497895692
29,8,64825,41451.6447396163,31472,31177.28264180372,-39275.92738142001
29,9,68119,41740.338723250614,17532,18328.651651137916,-9481.99037438853
29,10,60781,49253.824845646275,38952,16964.423348539036,-44389.24819418531
29,11,65566,52597.569532495516,38048,24255.712595784127,-49335.28212827964
29,12,62928,45270.053498013105,27180,20915.79731163651,-30437.850809649615
30,1,71435,56574.24482702858,5508,17459.314558953312,-8106.559385981895
30,2,73640,29195.01524699845,4403,23201.35258713983,16840.632165861723
30,3,72654,43917.93643719587,2294,5202.558288022106,21239.505274782023
30,4,69217,24257.7160818003,3690,994.2439387326849,40275.03997946701
30,5,65938,24364.507337025978,9009,6510.52901266576,26053.963650308262
30,6,68417,42691.607834411814,6770,934.198307601357,18021.19385798683
30,7,69319,32580.329898493113,5526,14083.726055353392,17128.94404615349
30,8,69226,60766.25067548566,5902,1133.41947135491,1424.3298531594314
30,9,64445,26274.123004829366,4084,2831.91953335658,31254.957461814054
30,10,64151,55319.78681082335,3887,21662.508738146265,-16718.295548969618
30,11,65139,56565.322285877766,8335,7381.888869083169,-7143.211154960935
30,12,72983,52923.12636714822,2885,10218.463102527448,6956.410530324329
31,1,87932,66384.95960665849,28504,20096.665147113126,-27053.62475377162
31,2,90702,47446.22686140648,23996,12741.028831284884,6518.744307308634
31,3,92534,53773.69583475851,10060,6817.810597573794,21882.493567667698
31,4,90155,51463.37830706514,8152,1936.3509690388157,28603.270723896043
31,5,91967,73164.57304099145,12392,10886.288232428957,-4475.861273420411
31,6,84712,29600.79788172556,28276,1825.3073505932457,25009.89476768119
31,7,88547,72682.26365836017,21812,21785.509255761215,-27732.772914121386
31,8,83877,72651.70352153863,27856,13201.257804119536,-29831.961325658165
31,9,87068,46891.049425094745,32288,14804.031959514632,-6915.081384609377
31,10,88515,48293.819741385625,23852,9357.097197690566,7012.083060923809
31,11,84869,35663.26809230142,20224,19065.609541305264,9916.122366393316
31,12,83680,43606.9706656826,29560,10711.47257608091,-198.44324176351256
32,1,103910,40752.964047192734,9150,8861.626257559581,45145.40969524768
32,2,104163,78811.22518115737,25590,3403.094534542351,-3641.319715699717
32,3,106589,34056.85976747583,17697,3014.9751556914216,51820.165076832745
32,4,108255,62491.10532710196,26631,2325.7478648543265,16807.14680804371
32,5,102405,57160.785100307694,23391,1893.8444642974607,19959.370435394845
32,6,107629,36435.146213075765,21327,6716.209193968689,43150.644592955556
32,7,105993,59350.57359825161,21549,3927.946218466481,21165.480183281907
32,8,104697,60594.34756318766,12039,5754.0738695323025,26309.57856728004
32,9,101919,90179.96052168531,6495,5035.7190727298175,208.3204055848737
32,10,106684,76491.26852371445,26832,4003.8261543890576,-643.0946781035045
32,11,104026,33680.63275541292,6639,883.4725057782629,62822.89473880881
32,12,110298,49107.64869576303,14808,7339.203875699769,39043.147428537195
33,1,119379,72896.03896537409,0,15907.454179432047,30575.506855193868
33,2,113296,36245.867648176,0,26985.699869055512,50064.43248276848
33,3,119180,64137.18963462373,0,24737.03145880509,30305.778906571177
33,4,118361,49772.629641114596,0,6358.168693094831,62230.20166579058
33,5,114388,37142.93859480319,0,14552.544716710227,62692.51668848659
33,6,113242,77214.98059129232,0,22302.000036953526,13725.019371754155
33,7,111981,35716.528850232135,0,22769.3066876651,53495.164462102766
33,8,114491,37917.44654192444,0,15118.909184398985,61454.644273676575
33,9,111899,81175.59783962286,0,21087.002745103437,9636.399415273703
33,10,121252,81867.26439615697,0,14933.10582148133,24451.6297823617
33,11,119789,70752.06338186805,0,19154.535841023124,29882.400777108825
33,12,111554,70117.87195767234,0,16207.98552246452,25228.14251986314
34,1,55841,25031.395014216356,0,419.8386713331129,30389.76631445053
34,2,49928,21545.349576487464,0,3447.597089361211,24935.053334151326
34,3,57603,28924.624976034644,0,3166.993977388181,25511.381046577175
34,4,51018,35468.97197430222,0,4159.518836336619,11389.50918936116
34,5,52327,16353.060501424989,0,2801.439134262592,33172.50036431242
34,6,49323,24631.352559834024,0,642.8779654788292,24048.769474687146
34,7,57936,39987.16137851768,0,2464.092201867196,15484.746419615123
34,8,57608,40794.3531539891,0,6560.635237503848,10253.011608507055
34,9,54740,23108.325039560616,0,5088.41189666113,26543.263063778253
